KO,module,LevelA,LevelB,LevelC,Module_name,Module_desc,Associated_pathway
K12094,M00564,A_Signature modules,B_Gene set,C_Pathogenicity,"Helicobacter pylori pathogenicity signature, cagA pathogenicity island [PATH:map05120]","M00564_Helicobacter pylori pathogenicity signature, cagA pathogenicity island",[PATH:map05120]
K12095,M00564,A_Signature modules,B_Gene set,C_Pathogenicity,"Helicobacter pylori pathogenicity signature, cagA pathogenicity island [PATH:map05120]","M00564_Helicobacter pylori pathogenicity signature, cagA pathogenicity island",[PATH:map05120]
K12096,M00564,A_Signature modules,B_Gene set,C_Pathogenicity,"Helicobacter pylori pathogenicity signature, cagA pathogenicity island [PATH:map05120]","M00564_Helicobacter pylori pathogenicity signature, cagA pathogenicity island",[PATH:map05120]
K12097,M00564,A_Signature modules,B_Gene set,C_Pathogenicity,"Helicobacter pylori pathogenicity signature, cagA pathogenicity island [PATH:map05120]","M00564_Helicobacter pylori pathogenicity signature, cagA pathogenicity island",[PATH:map05120]
K12098,M00564,A_Signature modules,B_Gene set,C_Pathogenicity,"Helicobacter pylori pathogenicity signature, cagA pathogenicity island [PATH:map05120]","M00564_Helicobacter pylori pathogenicity signature, cagA pathogenicity island",[PATH:map05120]
K12099,M00564,A_Signature modules,B_Gene set,C_Pathogenicity,"Helicobacter pylori pathogenicity signature, cagA pathogenicity island [PATH:map05120]","M00564_Helicobacter pylori pathogenicity signature, cagA pathogenicity island",[PATH:map05120]
K12100,M00564,A_Signature modules,B_Gene set,C_Pathogenicity,"Helicobacter pylori pathogenicity signature, cagA pathogenicity island [PATH:map05120]","M00564_Helicobacter pylori pathogenicity signature, cagA pathogenicity island",[PATH:map05120]
K12101,M00564,A_Signature modules,B_Gene set,C_Pathogenicity,"Helicobacter pylori pathogenicity signature, cagA pathogenicity island [PATH:map05120]","M00564_Helicobacter pylori pathogenicity signature, cagA pathogenicity island",[PATH:map05120]
K12102,M00564,A_Signature modules,B_Gene set,C_Pathogenicity,"Helicobacter pylori pathogenicity signature, cagA pathogenicity island [PATH:map05120]","M00564_Helicobacter pylori pathogenicity signature, cagA pathogenicity island",[PATH:map05120]
K12103,M00564,A_Signature modules,B_Gene set,C_Pathogenicity,"Helicobacter pylori pathogenicity signature, cagA pathogenicity island [PATH:map05120]","M00564_Helicobacter pylori pathogenicity signature, cagA pathogenicity island",[PATH:map05120]
K12104,M00564,A_Signature modules,B_Gene set,C_Pathogenicity,"Helicobacter pylori pathogenicity signature, cagA pathogenicity island [PATH:map05120]","M00564_Helicobacter pylori pathogenicity signature, cagA pathogenicity island",[PATH:map05120]
K12105,M00564,A_Signature modules,B_Gene set,C_Pathogenicity,"Helicobacter pylori pathogenicity signature, cagA pathogenicity island [PATH:map05120]","M00564_Helicobacter pylori pathogenicity signature, cagA pathogenicity island",[PATH:map05120]
K12106,M00564,A_Signature modules,B_Gene set,C_Pathogenicity,"Helicobacter pylori pathogenicity signature, cagA pathogenicity island [PATH:map05120]","M00564_Helicobacter pylori pathogenicity signature, cagA pathogenicity island",[PATH:map05120]
K12107,M00564,A_Signature modules,B_Gene set,C_Pathogenicity,"Helicobacter pylori pathogenicity signature, cagA pathogenicity island [PATH:map05120]","M00564_Helicobacter pylori pathogenicity signature, cagA pathogenicity island",[PATH:map05120]
K12108,M00564,A_Signature modules,B_Gene set,C_Pathogenicity,"Helicobacter pylori pathogenicity signature, cagA pathogenicity island [PATH:map05120]","M00564_Helicobacter pylori pathogenicity signature, cagA pathogenicity island",[PATH:map05120]
K12109,M00564,A_Signature modules,B_Gene set,C_Pathogenicity,"Helicobacter pylori pathogenicity signature, cagA pathogenicity island [PATH:map05120]","M00564_Helicobacter pylori pathogenicity signature, cagA pathogenicity island",[PATH:map05120]
K12110,M00564,A_Signature modules,B_Gene set,C_Pathogenicity,"Helicobacter pylori pathogenicity signature, cagA pathogenicity island [PATH:map05120]","M00564_Helicobacter pylori pathogenicity signature, cagA pathogenicity island",[PATH:map05120]
K00975,M00565,A_Pathway modules,B_Carbohydrate metabolism,C_Other carbohydrate metabolism,"Trehalose biosynthesis, D-glucose 1P => trehalose [PATH:map00500 map01100 map01110]","M00565_Trehalose biosynthesis, D-glucose 1P => trehalose",[PATH:map00500 map01100 map01110]
K00703,M00565,A_Pathway modules,B_Carbohydrate metabolism,C_Other carbohydrate metabolism,"Trehalose biosynthesis, D-glucose 1P => trehalose [PATH:map00500 map01100 map01110]","M00565_Trehalose biosynthesis, D-glucose 1P => trehalose",[PATH:map00500 map01100 map01110]
K00700,M00565,A_Pathway modules,B_Carbohydrate metabolism,C_Other carbohydrate metabolism,"Trehalose biosynthesis, D-glucose 1P => trehalose [PATH:map00500 map01100 map01110]","M00565_Trehalose biosynthesis, D-glucose 1P => trehalose",[PATH:map00500 map01100 map01110]
K16149,M00565,A_Pathway modules,B_Carbohydrate metabolism,C_Other carbohydrate metabolism,"Trehalose biosynthesis, D-glucose 1P => trehalose [PATH:map00500 map01100 map01110]","M00565_Trehalose biosynthesis, D-glucose 1P => trehalose",[PATH:map00500 map01100 map01110]
K01214,M00565,A_Pathway modules,B_Carbohydrate metabolism,C_Other carbohydrate metabolism,"Trehalose biosynthesis, D-glucose 1P => trehalose [PATH:map00500 map01100 map01110]","M00565_Trehalose biosynthesis, D-glucose 1P => trehalose",[PATH:map00500 map01100 map01110]
K06044,M00565,A_Pathway modules,B_Carbohydrate metabolism,C_Other carbohydrate metabolism,"Trehalose biosynthesis, D-glucose 1P => trehalose [PATH:map00500 map01100 map01110]","M00565_Trehalose biosynthesis, D-glucose 1P => trehalose",[PATH:map00500 map01100 map01110]
K01236,M00565,A_Pathway modules,B_Carbohydrate metabolism,C_Other carbohydrate metabolism,"Trehalose biosynthesis, D-glucose 1P => trehalose [PATH:map00500 map01100 map01110]","M00565_Trehalose biosynthesis, D-glucose 1P => trehalose",[PATH:map00500 map01100 map01110]
K00200,M00567,A_Pathway modules,B_Energy metabolism,C_Methane metabolism,"Methanogenesis, CO2 => methane [PATH:map00680 map01200 map01100 map01120]","M00567_Methanogenesis, CO2 => methane",[PATH:map00680 map01200 map01100 map01120]
K00201,M00567,A_Pathway modules,B_Energy metabolism,C_Methane metabolism,"Methanogenesis, CO2 => methane [PATH:map00680 map01200 map01100 map01120]","M00567_Methanogenesis, CO2 => methane",[PATH:map00680 map01200 map01100 map01120]
K00202,M00567,A_Pathway modules,B_Energy metabolism,C_Methane metabolism,"Methanogenesis, CO2 => methane [PATH:map00680 map01200 map01100 map01120]","M00567_Methanogenesis, CO2 => methane",[PATH:map00680 map01200 map01100 map01120]
K00203,M00567,A_Pathway modules,B_Energy metabolism,C_Methane metabolism,"Methanogenesis, CO2 => methane [PATH:map00680 map01200 map01100 map01120]","M00567_Methanogenesis, CO2 => methane",[PATH:map00680 map01200 map01100 map01120]
K11261,M00567,A_Pathway modules,B_Energy metabolism,C_Methane metabolism,"Methanogenesis, CO2 => methane [PATH:map00680 map01200 map01100 map01120]","M00567_Methanogenesis, CO2 => methane",[PATH:map00680 map01200 map01100 map01120]
K00205,M00567,A_Pathway modules,B_Energy metabolism,C_Methane metabolism,"Methanogenesis, CO2 => methane [PATH:map00680 map01200 map01100 map01120]","M00567_Methanogenesis, CO2 => methane",[PATH:map00680 map01200 map01100 map01120]
K11260,M00567,A_Pathway modules,B_Energy metabolism,C_Methane metabolism,"Methanogenesis, CO2 => methane [PATH:map00680 map01200 map01100 map01120]","M00567_Methanogenesis, CO2 => methane",[PATH:map00680 map01200 map01100 map01120]
K00204,M00567,A_Pathway modules,B_Energy metabolism,C_Methane metabolism,"Methanogenesis, CO2 => methane [PATH:map00680 map01200 map01100 map01120]","M00567_Methanogenesis, CO2 => methane",[PATH:map00680 map01200 map01100 map01120]
K00672,M00567,A_Pathway modules,B_Energy metabolism,C_Methane metabolism,"Methanogenesis, CO2 => methane [PATH:map00680 map01200 map01100 map01120]","M00567_Methanogenesis, CO2 => methane",[PATH:map00680 map01200 map01100 map01120]
K01499,M00567,A_Pathway modules,B_Energy metabolism,C_Methane metabolism,"Methanogenesis, CO2 => methane [PATH:map00680 map01200 map01100 map01120]","M00567_Methanogenesis, CO2 => methane",[PATH:map00680 map01200 map01100 map01120]
K00319,M00567,A_Pathway modules,B_Energy metabolism,C_Methane metabolism,"Methanogenesis, CO2 => methane [PATH:map00680 map01200 map01100 map01120]","M00567_Methanogenesis, CO2 => methane",[PATH:map00680 map01200 map01100 map01120]
K13942,M00567,A_Pathway modules,B_Energy metabolism,C_Methane metabolism,"Methanogenesis, CO2 => methane [PATH:map00680 map01200 map01100 map01120]","M00567_Methanogenesis, CO2 => methane",[PATH:map00680 map01200 map01100 map01120]
K00320,M00567,A_Pathway modules,B_Energy metabolism,C_Methane metabolism,"Methanogenesis, CO2 => methane [PATH:map00680 map01200 map01100 map01120]","M00567_Methanogenesis, CO2 => methane",[PATH:map00680 map01200 map01100 map01120]
K00577,M00567,A_Pathway modules,B_Energy metabolism,C_Methane metabolism,"Methanogenesis, CO2 => methane [PATH:map00680 map01200 map01100 map01120]","M00567_Methanogenesis, CO2 => methane",[PATH:map00680 map01200 map01100 map01120]
K00578,M00567,A_Pathway modules,B_Energy metabolism,C_Methane metabolism,"Methanogenesis, CO2 => methane [PATH:map00680 map01200 map01100 map01120]","M00567_Methanogenesis, CO2 => methane",[PATH:map00680 map01200 map01100 map01120]
K00579,M00567,A_Pathway modules,B_Energy metabolism,C_Methane metabolism,"Methanogenesis, CO2 => methane [PATH:map00680 map01200 map01100 map01120]","M00567_Methanogenesis, CO2 => methane",[PATH:map00680 map01200 map01100 map01120]
K00580,M00567,A_Pathway modules,B_Energy metabolism,C_Methane metabolism,"Methanogenesis, CO2 => methane [PATH:map00680 map01200 map01100 map01120]","M00567_Methanogenesis, CO2 => methane",[PATH:map00680 map01200 map01100 map01120]
K00581,M00567,A_Pathway modules,B_Energy metabolism,C_Methane metabolism,"Methanogenesis, CO2 => methane [PATH:map00680 map01200 map01100 map01120]","M00567_Methanogenesis, CO2 => methane",[PATH:map00680 map01200 map01100 map01120]
K00582,M00567,A_Pathway modules,B_Energy metabolism,C_Methane metabolism,"Methanogenesis, CO2 => methane [PATH:map00680 map01200 map01100 map01120]","M00567_Methanogenesis, CO2 => methane",[PATH:map00680 map01200 map01100 map01120]
K00583,M00567,A_Pathway modules,B_Energy metabolism,C_Methane metabolism,"Methanogenesis, CO2 => methane [PATH:map00680 map01200 map01100 map01120]","M00567_Methanogenesis, CO2 => methane",[PATH:map00680 map01200 map01100 map01120]
K00584,M00567,A_Pathway modules,B_Energy metabolism,C_Methane metabolism,"Methanogenesis, CO2 => methane [PATH:map00680 map01200 map01100 map01120]","M00567_Methanogenesis, CO2 => methane",[PATH:map00680 map01200 map01100 map01120]
K00399,M00567,A_Pathway modules,B_Energy metabolism,C_Methane metabolism,"Methanogenesis, CO2 => methane [PATH:map00680 map01200 map01100 map01120]","M00567_Methanogenesis, CO2 => methane",[PATH:map00680 map01200 map01100 map01120]
K00401,M00567,A_Pathway modules,B_Energy metabolism,C_Methane metabolism,"Methanogenesis, CO2 => methane [PATH:map00680 map01200 map01100 map01120]","M00567_Methanogenesis, CO2 => methane",[PATH:map00680 map01200 map01100 map01120]
K00402,M00567,A_Pathway modules,B_Energy metabolism,C_Methane metabolism,"Methanogenesis, CO2 => methane [PATH:map00680 map01200 map01100 map01120]","M00567_Methanogenesis, CO2 => methane",[PATH:map00680 map01200 map01100 map01120]
K22480,M00567,A_Pathway modules,B_Energy metabolism,C_Methane metabolism,"Methanogenesis, CO2 => methane [PATH:map00680 map01200 map01100 map01120]","M00567_Methanogenesis, CO2 => methane",[PATH:map00680 map01200 map01100 map01120]
K22481,M00567,A_Pathway modules,B_Energy metabolism,C_Methane metabolism,"Methanogenesis, CO2 => methane [PATH:map00680 map01200 map01100 map01120]","M00567_Methanogenesis, CO2 => methane",[PATH:map00680 map01200 map01100 map01120]
K22482,M00567,A_Pathway modules,B_Energy metabolism,C_Methane metabolism,"Methanogenesis, CO2 => methane [PATH:map00680 map01200 map01100 map01120]","M00567_Methanogenesis, CO2 => methane",[PATH:map00680 map01200 map01100 map01120]
K03388,M00567,A_Pathway modules,B_Energy metabolism,C_Methane metabolism,"Methanogenesis, CO2 => methane [PATH:map00680 map01200 map01100 map01120]","M00567_Methanogenesis, CO2 => methane",[PATH:map00680 map01200 map01100 map01120]
K03389,M00567,A_Pathway modules,B_Energy metabolism,C_Methane metabolism,"Methanogenesis, CO2 => methane [PATH:map00680 map01200 map01100 map01120]","M00567_Methanogenesis, CO2 => methane",[PATH:map00680 map01200 map01100 map01120]
K03390,M00567,A_Pathway modules,B_Energy metabolism,C_Methane metabolism,"Methanogenesis, CO2 => methane [PATH:map00680 map01200 map01100 map01120]","M00567_Methanogenesis, CO2 => methane",[PATH:map00680 map01200 map01100 map01120]
K08264,M00567,A_Pathway modules,B_Energy metabolism,C_Methane metabolism,"Methanogenesis, CO2 => methane [PATH:map00680 map01200 map01100 map01120]","M00567_Methanogenesis, CO2 => methane",[PATH:map00680 map01200 map01100 map01120]
K08265,M00567,A_Pathway modules,B_Energy metabolism,C_Methane metabolism,"Methanogenesis, CO2 => methane [PATH:map00680 map01200 map01100 map01120]","M00567_Methanogenesis, CO2 => methane",[PATH:map00680 map01200 map01100 map01120]
K03388,M00567,A_Pathway modules,B_Energy metabolism,C_Methane metabolism,"Methanogenesis, CO2 => methane [PATH:map00680 map01200 map01100 map01120]","M00567_Methanogenesis, CO2 => methane",[PATH:map00680 map01200 map01100 map01120]
K03389,M00567,A_Pathway modules,B_Energy metabolism,C_Methane metabolism,"Methanogenesis, CO2 => methane [PATH:map00680 map01200 map01100 map01120]","M00567_Methanogenesis, CO2 => methane",[PATH:map00680 map01200 map01100 map01120]
K03390,M00567,A_Pathway modules,B_Energy metabolism,C_Methane metabolism,"Methanogenesis, CO2 => methane [PATH:map00680 map01200 map01100 map01120]","M00567_Methanogenesis, CO2 => methane",[PATH:map00680 map01200 map01100 map01120]
K14127,M00567,A_Pathway modules,B_Energy metabolism,C_Methane metabolism,"Methanogenesis, CO2 => methane [PATH:map00680 map01200 map01100 map01120]","M00567_Methanogenesis, CO2 => methane",[PATH:map00680 map01200 map01100 map01120]
K14126,M00567,A_Pathway modules,B_Energy metabolism,C_Methane metabolism,"Methanogenesis, CO2 => methane [PATH:map00680 map01200 map01100 map01120]","M00567_Methanogenesis, CO2 => methane",[PATH:map00680 map01200 map01100 map01120]
K14128,M00567,A_Pathway modules,B_Energy metabolism,C_Methane metabolism,"Methanogenesis, CO2 => methane [PATH:map00680 map01200 map01100 map01120]","M00567_Methanogenesis, CO2 => methane",[PATH:map00680 map01200 map01100 map01120]
K22516,M00567,A_Pathway modules,B_Energy metabolism,C_Methane metabolism,"Methanogenesis, CO2 => methane [PATH:map00680 map01200 map01100 map01120]","M00567_Methanogenesis, CO2 => methane",[PATH:map00680 map01200 map01100 map01120]
K00125,M00567,A_Pathway modules,B_Energy metabolism,C_Methane metabolism,"Methanogenesis, CO2 => methane [PATH:map00680 map01200 map01100 map01120]","M00567_Methanogenesis, CO2 => methane",[PATH:map00680 map01200 map01100 map01120]
K03381,M00568,A_Pathway modules,B_Xenobiotics biodegradation,C_Aromatics degradation,"Catechol ortho-cleavage, catechol => 3-oxoadipate [PATH:map00362 map01220 map01100 map01120]","M00568_Catechol ortho-cleavage, catechol => 3-oxoadipate",[PATH:map00362 map01220 map01100 map01120]
K01856,M00568,A_Pathway modules,B_Xenobiotics biodegradation,C_Aromatics degradation,"Catechol ortho-cleavage, catechol => 3-oxoadipate [PATH:map00362 map01220 map01100 map01120]","M00568_Catechol ortho-cleavage, catechol => 3-oxoadipate",[PATH:map00362 map01220 map01100 map01120]
K03464,M00568,A_Pathway modules,B_Xenobiotics biodegradation,C_Aromatics degradation,"Catechol ortho-cleavage, catechol => 3-oxoadipate [PATH:map00362 map01220 map01100 map01120]","M00568_Catechol ortho-cleavage, catechol => 3-oxoadipate",[PATH:map00362 map01220 map01100 map01120]
K01055,M00568,A_Pathway modules,B_Xenobiotics biodegradation,C_Aromatics degradation,"Catechol ortho-cleavage, catechol => 3-oxoadipate [PATH:map00362 map01220 map01100 map01120]","M00568_Catechol ortho-cleavage, catechol => 3-oxoadipate",[PATH:map00362 map01220 map01100 map01120]
K14727,M00568,A_Pathway modules,B_Xenobiotics biodegradation,C_Aromatics degradation,"Catechol ortho-cleavage, catechol => 3-oxoadipate [PATH:map00362 map01220 map01100 map01120]","M00568_Catechol ortho-cleavage, catechol => 3-oxoadipate",[PATH:map00362 map01220 map01100 map01120]
K00446,M00569,A_Pathway modules,B_Xenobiotics biodegradation,C_Aromatics degradation,"Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA [PATH:map00362 map00622 map01220 map01100 map01120]","M00569_Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA",[PATH:map00362 map00622 map01220 map01100 map01120]
K07104,M00569,A_Pathway modules,B_Xenobiotics biodegradation,C_Aromatics degradation,"Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA [PATH:map00362 map00622 map01220 map01100 map01120]","M00569_Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA",[PATH:map00362 map00622 map01220 map01100 map01120]
K10217,M00569,A_Pathway modules,B_Xenobiotics biodegradation,C_Aromatics degradation,"Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA [PATH:map00362 map00622 map01220 map01100 map01120]","M00569_Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA",[PATH:map00362 map00622 map01220 map01100 map01120]
K01821,M00569,A_Pathway modules,B_Xenobiotics biodegradation,C_Aromatics degradation,"Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA [PATH:map00362 map00622 map01220 map01100 map01120]","M00569_Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA",[PATH:map00362 map00622 map01220 map01100 map01120]
K01617,M00569,A_Pathway modules,B_Xenobiotics biodegradation,C_Aromatics degradation,"Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA [PATH:map00362 map00622 map01220 map01100 map01120]","M00569_Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA",[PATH:map00362 map00622 map01220 map01100 map01120]
K10216,M00569,A_Pathway modules,B_Xenobiotics biodegradation,C_Aromatics degradation,"Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA [PATH:map00362 map00622 map01220 map01100 map01120]","M00569_Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA",[PATH:map00362 map00622 map01220 map01100 map01120]
K18364,M00569,A_Pathway modules,B_Xenobiotics biodegradation,C_Aromatics degradation,"Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA [PATH:map00362 map00622 map01220 map01100 map01120]","M00569_Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA",[PATH:map00362 map00622 map01220 map01100 map01120]
K02554,M00569,A_Pathway modules,B_Xenobiotics biodegradation,C_Aromatics degradation,"Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA [PATH:map00362 map00622 map01220 map01100 map01120]","M00569_Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA",[PATH:map00362 map00622 map01220 map01100 map01120]
K18365,M00569,A_Pathway modules,B_Xenobiotics biodegradation,C_Aromatics degradation,"Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA [PATH:map00362 map00622 map01220 map01100 map01120]","M00569_Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA",[PATH:map00362 map00622 map01220 map01100 map01120]
K01666,M00569,A_Pathway modules,B_Xenobiotics biodegradation,C_Aromatics degradation,"Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA [PATH:map00362 map00622 map01220 map01100 map01120]","M00569_Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA",[PATH:map00362 map00622 map01220 map01100 map01120]
K18366,M00569,A_Pathway modules,B_Xenobiotics biodegradation,C_Aromatics degradation,"Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA [PATH:map00362 map00622 map01220 map01100 map01120]","M00569_Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA",[PATH:map00362 map00622 map01220 map01100 map01120]
K04073,M00569,A_Pathway modules,B_Xenobiotics biodegradation,C_Aromatics degradation,"Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA [PATH:map00362 map00622 map01220 map01100 map01120]","M00569_Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA",[PATH:map00362 map00622 map01220 map01100 map01120]
K17989,M00570,A_Pathway modules,B_Amino acid metabolism,C_Branched-chain amino acid metabolism,"Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine [PATH:map00290 map01230 map01100]","M00570_Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine",[PATH:map00290 map01230 map01100]
K01754,M00570,A_Pathway modules,B_Amino acid metabolism,C_Branched-chain amino acid metabolism,"Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine [PATH:map00290 map01230 map01100]","M00570_Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine",[PATH:map00290 map01230 map01100]
K01652,M00570,A_Pathway modules,B_Amino acid metabolism,C_Branched-chain amino acid metabolism,"Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine [PATH:map00290 map01230 map01100]","M00570_Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine",[PATH:map00290 map01230 map01100]
K01653,M00570,A_Pathway modules,B_Amino acid metabolism,C_Branched-chain amino acid metabolism,"Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine [PATH:map00290 map01230 map01100]","M00570_Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine",[PATH:map00290 map01230 map01100]
K11258,M00570,A_Pathway modules,B_Amino acid metabolism,C_Branched-chain amino acid metabolism,"Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine [PATH:map00290 map01230 map01100]","M00570_Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine",[PATH:map00290 map01230 map01100]
K00053,M00570,A_Pathway modules,B_Amino acid metabolism,C_Branched-chain amino acid metabolism,"Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine [PATH:map00290 map01230 map01100]","M00570_Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine",[PATH:map00290 map01230 map01100]
K01687,M00570,A_Pathway modules,B_Amino acid metabolism,C_Branched-chain amino acid metabolism,"Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine [PATH:map00290 map01230 map01100]","M00570_Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine",[PATH:map00290 map01230 map01100]
K00826,M00570,A_Pathway modules,B_Amino acid metabolism,C_Branched-chain amino acid metabolism,"Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine [PATH:map00290 map01230 map01100]","M00570_Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine",[PATH:map00290 map01230 map01100]
K02169,M00572,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP [PATH:map00780 map01240 map01100]","M00572_Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP",[PATH:map00780 map01240 map01100]
K00647,M00572,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP [PATH:map00780 map01240 map01100]","M00572_Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP",[PATH:map00780 map01240 map01100]
K09458,M00572,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP [PATH:map00780 map01240 map01100]","M00572_Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP",[PATH:map00780 map01240 map01100]
K00059,M00572,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP [PATH:map00780 map01240 map01100]","M00572_Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP",[PATH:map00780 map01240 map01100]
K02372,M00572,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP [PATH:map00780 map01240 map01100]","M00572_Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP",[PATH:map00780 map01240 map01100]
K00208,M00572,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP [PATH:map00780 map01240 map01100]","M00572_Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP",[PATH:map00780 map01240 map01100]
K02170,M00572,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP [PATH:map00780 map01240 map01100]","M00572_Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP",[PATH:map00780 map01240 map01100]
K09789,M00572,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP [PATH:map00780 map01240 map01100]","M00572_Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP",[PATH:map00780 map01240 map01100]
K19560,M00572,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP [PATH:map00780 map01240 map01100]","M00572_Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP",[PATH:map00780 map01240 map01100]
K19561,M00572,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP [PATH:map00780 map01240 map01100]","M00572_Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP",[PATH:map00780 map01240 map01100]
K16593,M00573,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Biotin biosynthesis, BioI pathway, long-chain-acyl-ACP => pimeloyl-ACP => biotin [PATH:map00780 map01240 map01100]","M00573_Biotin biosynthesis, BioI pathway, long-chain-acyl-ACP => pimeloyl-ACP => biotin",[PATH:map00780 map01240 map01100]
