"","Group","LevelB","LevelC","Module","Module_group","Module_desc","Module_desc_numbers","Presence","Total","Percent"
"238","Gbar","Energy metabolism","Carbon fixation","M00377","M00377_Gbar","M00377_Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)","M00377 Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway) (4)  ",4,7,57.1428571428571
"239","Gpac","Energy metabolism","Carbon fixation","M00377","M00377_Gpac","M00377_Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)","M00377 Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway) (4)  ",4,7,57.1428571428571
"240","Povi","Energy metabolism","Carbon fixation","M00377","M00377_Povi","M00377_Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)","M00377 Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway) (4)  ",4,7,57.1428571428571
"241","Gbar","Energy metabolism","Methane metabolism","M00378","M00378_Gbar","M00378_F420 biosynthesis, archaea","M00378 F420 biosynthesis, archaea (4)  ",3,4,75
"242","Gpac","Energy metabolism","Methane metabolism","M00378","M00378_Gpac","M00378_F420 biosynthesis, archaea","M00378 F420 biosynthesis, archaea (4)  ",3,4,75
"243","Povi","Energy metabolism","Methane metabolism","M00378","M00378_Povi","M00378_F420 biosynthesis, archaea","M00378 F420 biosynthesis, archaea (4)  ",3,4,75
"244","Gbar","Xenobiotics biodegradation","Aromatics degradation","M00418","M00418_Gbar","M00418_Toluene degradation, anaerobic, toluene => benzoyl-CoA","M00418 Toluene degradation, anaerobic, toluene => benzoyl-CoA (4)  ",2,6,33.3333333333333
"245","Gpac","Xenobiotics biodegradation","Aromatics degradation","M00418","M00418_Gpac","M00418_Toluene degradation, anaerobic, toluene => benzoyl-CoA","M00418 Toluene degradation, anaerobic, toluene => benzoyl-CoA (4)  ",2,6,33.3333333333333
"246","Povi","Xenobiotics biodegradation","Aromatics degradation","M00418","M00418_Povi","M00418_Toluene degradation, anaerobic, toluene => benzoyl-CoA","M00418 Toluene degradation, anaerobic, toluene => benzoyl-CoA (4)  ",2,6,33.3333333333333
"247","Gbar","Energy metabolism","Nitrogen metabolism","M00528","M00528_Gbar","M00528_Nitrification, ammonia => nitrite","M00528 Nitrification, ammonia => nitrite (4)  ",2,2,100
"248","Gpac","Energy metabolism","Nitrogen metabolism","M00528","M00528_Gpac","M00528_Nitrification, ammonia => nitrite","M00528 Nitrification, ammonia => nitrite (4)  ",2,2,100
"249","Povi","Energy metabolism","Nitrogen metabolism","M00528","M00528_Povi","M00528_Nitrification, ammonia => nitrite","M00528 Nitrification, ammonia => nitrite (4)  ",2,2,100
"250","Gbar","Energy metabolism","Nitrogen metabolism","M00529","M00529_Gbar","M00529_Denitrification, nitrate => nitrogen","M00529 Denitrification, nitrate => nitrogen (9)  ",4,4,100
"251","Gpac","Energy metabolism","Nitrogen metabolism","M00529","M00529_Gpac","M00529_Denitrification, nitrate => nitrogen","M00529 Denitrification, nitrate => nitrogen (10)  ",4,4,100
"252","Povi","Energy metabolism","Nitrogen metabolism","M00529","M00529_Povi","M00529_Denitrification, nitrate => nitrogen","M00529 Denitrification, nitrate => nitrogen (10)  ",4,4,100
"253","Gbar","Energy metabolism","Nitrogen metabolism","M00530","M00530_Gbar","M00530_Dissimilatory nitrate reduction, nitrate => ammonia","M00530 Dissimilatory nitrate reduction, nitrate => ammonia (9)  ",2,2,100
"254","Gpac","Energy metabolism","Nitrogen metabolism","M00530","M00530_Gpac","M00530_Dissimilatory nitrate reduction, nitrate => ammonia","M00530 Dissimilatory nitrate reduction, nitrate => ammonia (9)  ",2,2,100
"255","Povi","Energy metabolism","Nitrogen metabolism","M00530","M00530_Povi","M00530_Dissimilatory nitrate reduction, nitrate => ammonia","M00530 Dissimilatory nitrate reduction, nitrate => ammonia (9)  ",2,2,100
"256","Gbar","Energy metabolism","Nitrogen metabolism","M00531","M00531_Gbar","M00531_Assimilatory nitrate reduction, nitrate => ammonia","M00531 Assimilatory nitrate reduction, nitrate => ammonia (3)  ",2,2,100
"257","Gpac","Energy metabolism","Nitrogen metabolism","M00531","M00531_Gpac","M00531_Assimilatory nitrate reduction, nitrate => ammonia","M00531 Assimilatory nitrate reduction, nitrate => ammonia (3)  ",2,2,100
"258","Povi","Energy metabolism","Nitrogen metabolism","M00531","M00531_Povi","M00531_Assimilatory nitrate reduction, nitrate => ammonia","M00531 Assimilatory nitrate reduction, nitrate => ammonia (3)  ",2,2,100
"259","Gbar","Carbohydrate metabolism","Other carbohydrate metabolism","M00532","M00532_Gbar","M00532_Photorespiration","M00532 Photorespiration (10)  ",6,10,60
"260","Gpac","Carbohydrate metabolism","Other carbohydrate metabolism","M00532","M00532_Gpac","M00532_Photorespiration","M00532 Photorespiration (11)  ",7,10,70
"261","Povi","Carbohydrate metabolism","Other carbohydrate metabolism","M00532","M00532_Povi","M00532_Photorespiration","M00532 Photorespiration (11)  ",7,10,70
"262","Gbar","Xenobiotics biodegradation","Aromatics degradation","M00534","M00534_Gbar","M00534_Naphthalene degradation, naphthalene => salicylate","M00534 Naphthalene degradation, naphthalene => salicylate (3)  ",1,6,16.6666666666667
"263","Gpac","Xenobiotics biodegradation","Aromatics degradation","M00534","M00534_Gpac","M00534_Naphthalene degradation, naphthalene => salicylate","M00534 Naphthalene degradation, naphthalene => salicylate (3)  ",1,6,16.6666666666667
"264","Povi","Xenobiotics biodegradation","Aromatics degradation","M00534","M00534_Povi","M00534_Naphthalene degradation, naphthalene => salicylate","M00534 Naphthalene degradation, naphthalene => salicylate (3)  ",1,6,16.6666666666667
"265","Gbar","Xenobiotics biodegradation","Aromatics degradation","M00537","M00537_Gbar","M00537_Xylene degradation, xylene => methylbenzoate","M00537 Xylene degradation, xylene => methylbenzoate (1)  ",1,3,33.3333333333333
"266","Gpac","Xenobiotics biodegradation","Aromatics degradation","M00537","M00537_Gpac","M00537_Xylene degradation, xylene => methylbenzoate","M00537 Xylene degradation, xylene => methylbenzoate (1)  ",1,3,33.3333333333333
"267","Povi","Xenobiotics biodegradation","Aromatics degradation","M00537","M00537_Povi","M00537_Xylene degradation, xylene => methylbenzoate","M00537 Xylene degradation, xylene => methylbenzoate (1)  ",1,3,33.3333333333333
"268","Gbar","Xenobiotics biodegradation","Aromatics degradation","M00538","M00538_Gbar","M00538_Toluene degradation, toluene => benzoate","M00538 Toluene degradation, toluene => benzoate (7)  ",2,3,66.6666666666667
"269","Gpac","Xenobiotics biodegradation","Aromatics degradation","M00538","M00538_Gpac","M00538_Toluene degradation, toluene => benzoate","M00538 Toluene degradation, toluene => benzoate (7)  ",2,3,66.6666666666667
"270","Povi","Xenobiotics biodegradation","Aromatics degradation","M00538","M00538_Povi","M00538_Toluene degradation, toluene => benzoate","M00538 Toluene degradation, toluene => benzoate (7)  ",2,3,66.6666666666667
"271","Gbar","Xenobiotics biodegradation","Aromatics degradation","M00539","M00539_Gbar","M00539_Cumate degradation, p-cumate => 2-oxopent-4-enoate + 2-methylpropanoate","M00539 Cumate degradation, p-cumate => 2-oxopent-4-enoate + 2-methylpropanoate (4)  ",2,5,40
"272","Gpac","Xenobiotics biodegradation","Aromatics degradation","M00539","M00539_Gpac","M00539_Cumate degradation, p-cumate => 2-oxopent-4-enoate + 2-methylpropanoate","M00539 Cumate degradation, p-cumate => 2-oxopent-4-enoate + 2-methylpropanoate (4)  ",2,5,40
"273","Povi","Xenobiotics biodegradation","Aromatics degradation","M00539","M00539_Povi","M00539_Cumate degradation, p-cumate => 2-oxopent-4-enoate + 2-methylpropanoate","M00539 Cumate degradation, p-cumate => 2-oxopent-4-enoate + 2-methylpropanoate (4)  ",2,5,40
"274","Gbar","Xenobiotics biodegradation","Aromatics degradation","M00540","M00540_Gbar","M00540_Benzoate degradation, cyclohexanecarboxylic acid =>pimeloyl-CoA","M00540 Benzoate degradation, cyclohexanecarboxylic acid =>pimeloyl-CoA (4)  ",4,5,80
"275","Gpac","Xenobiotics biodegradation","Aromatics degradation","M00540","M00540_Gpac","M00540_Benzoate degradation, cyclohexanecarboxylic acid =>pimeloyl-CoA","M00540 Benzoate degradation, cyclohexanecarboxylic acid =>pimeloyl-CoA (4)  ",4,5,80
"276","Povi","Xenobiotics biodegradation","Aromatics degradation","M00540","M00540_Povi","M00540_Benzoate degradation, cyclohexanecarboxylic acid =>pimeloyl-CoA","M00540 Benzoate degradation, cyclohexanecarboxylic acid =>pimeloyl-CoA (4)  ",4,5,80
"277","Gbar","Xenobiotics biodegradation","Aromatics degradation","M00541","M00541_Gbar","M00541_Benzoyl-CoA degradation, benzoyl-CoA => 3-hydroxypimeloyl-CoA","M00541 Benzoyl-CoA degradation, benzoyl-CoA => 3-hydroxypimeloyl-CoA (1)  ",1,4,25
"278","Gpac","Xenobiotics biodegradation","Aromatics degradation","M00541","M00541_Gpac","M00541_Benzoyl-CoA degradation, benzoyl-CoA => 3-hydroxypimeloyl-CoA","M00541 Benzoyl-CoA degradation, benzoyl-CoA => 3-hydroxypimeloyl-CoA (1)  ",1,4,25
"279","Povi","Xenobiotics biodegradation","Aromatics degradation","M00541","M00541_Povi","M00541_Benzoyl-CoA degradation, benzoyl-CoA => 3-hydroxypimeloyl-CoA","M00541 Benzoyl-CoA degradation, benzoyl-CoA => 3-hydroxypimeloyl-CoA (1)  ",1,4,25
"280","Gbar","Xenobiotics biodegradation","Aromatics degradation","M00543","M00543_Gbar","M00543_Biphenyl degradation, biphenyl => 2-oxopent-4-enoate + benzoate","M00543 Biphenyl degradation, biphenyl => 2-oxopent-4-enoate + benzoate (3)  ",2,4,50
"281","Gpac","Xenobiotics biodegradation","Aromatics degradation","M00543","M00543_Gpac","M00543_Biphenyl degradation, biphenyl => 2-oxopent-4-enoate + benzoate","M00543 Biphenyl degradation, biphenyl => 2-oxopent-4-enoate + benzoate (3)  ",2,4,50
"282","Povi","Xenobiotics biodegradation","Aromatics degradation","M00543","M00543_Povi","M00543_Biphenyl degradation, biphenyl => 2-oxopent-4-enoate + benzoate","M00543 Biphenyl degradation, biphenyl => 2-oxopent-4-enoate + benzoate (3)  ",2,4,50
"283","Gbar","Xenobiotics biodegradation","Aromatics degradation","M00544","M00544_Gbar","M00544_Carbazole degradation, carbazole => 2-oxopent-4-enoate + anthranilate","M00544 Carbazole degradation, carbazole => 2-oxopent-4-enoate + anthranilate (1)  ",1,3,33.3333333333333
"284","Gpac","Xenobiotics biodegradation","Aromatics degradation","M00544","M00544_Gpac","M00544_Carbazole degradation, carbazole => 2-oxopent-4-enoate + anthranilate","M00544 Carbazole degradation, carbazole => 2-oxopent-4-enoate + anthranilate (1)  ",1,3,33.3333333333333
"285","Povi","Xenobiotics biodegradation","Aromatics degradation","M00544","M00544_Povi","M00544_Carbazole degradation, carbazole => 2-oxopent-4-enoate + anthranilate","M00544 Carbazole degradation, carbazole => 2-oxopent-4-enoate + anthranilate (1)  ",1,3,33.3333333333333
"286","Gbar","Xenobiotics biodegradation","Aromatics degradation","M00545","M00545_Gbar","M00545_Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA","M00545 Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA (9)  ",6,6,100
"287","Gpac","Xenobiotics biodegradation","Aromatics degradation","M00545","M00545_Gpac","M00545_Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA","M00545 Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA (9)  ",6,6,100
"288","Povi","Xenobiotics biodegradation","Aromatics degradation","M00545","M00545_Povi","M00545_Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA","M00545 Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA (8)  ",5,6,83.3333333333333
"289","Gbar","Xenobiotics biodegradation","Aromatics degradation","M00548","M00548_Gbar","M00548_Benzene degradation, benzene => catechol","M00548 Benzene degradation, benzene => catechol (6)  ",1,1,100
"290","Gpac","Xenobiotics biodegradation","Aromatics degradation","M00548","M00548_Gpac","M00548_Benzene degradation, benzene => catechol","M00548 Benzene degradation, benzene => catechol (6)  ",1,1,100
"291","Povi","Xenobiotics biodegradation","Aromatics degradation","M00548","M00548_Povi","M00548_Benzene degradation, benzene => catechol","M00548 Benzene degradation, benzene => catechol (6)  ",1,1,100
"292","Gbar","Carbohydrate metabolism","Other carbohydrate metabolism","M00549","M00549_Gbar","M00549_Nucleotide sugar biosynthesis, glucose => UDP-glucose","M00549 Nucleotide sugar biosynthesis, glucose => UDP-glucose (6)  ",3,3,100
"293","Gpac","Carbohydrate metabolism","Other carbohydrate metabolism","M00549","M00549_Gpac","M00549_Nucleotide sugar biosynthesis, glucose => UDP-glucose","M00549 Nucleotide sugar biosynthesis, glucose => UDP-glucose (6)  ",3,3,100
"294","Povi","Carbohydrate metabolism","Other carbohydrate metabolism","M00549","M00549_Povi","M00549_Nucleotide sugar biosynthesis, glucose => UDP-glucose","M00549 Nucleotide sugar biosynthesis, glucose => UDP-glucose (6)  ",3,3,100
"295","Gbar","Carbohydrate metabolism","Other carbohydrate metabolism","M00550","M00550_Gbar","M00550_Ascorbate degradation, ascorbate => D-xylulose-5P","M00550 Ascorbate degradation, ascorbate => D-xylulose-5P (1)  ",1,5,20
"296","Gpac","Carbohydrate metabolism","Other carbohydrate metabolism","M00550","M00550_Gpac","M00550_Ascorbate degradation, ascorbate => D-xylulose-5P","M00550 Ascorbate degradation, ascorbate => D-xylulose-5P (1)  ",1,5,20
"297","Povi","Carbohydrate metabolism","Other carbohydrate metabolism","M00550","M00550_Povi","M00550_Ascorbate degradation, ascorbate => D-xylulose-5P","M00550 Ascorbate degradation, ascorbate => D-xylulose-5P (1)  ",1,5,20
"298","Gbar","Xenobiotics biodegradation","Aromatics degradation","M00551","M00551_Gbar","M00551_Benzoate degradation, benzoate => catechol / methylbenzoate => methylcatechol","M00551 Benzoate degradation, benzoate => catechol / methylbenzoate => methylcatechol (4)  ",2,2,100
"299","Gpac","Xenobiotics biodegradation","Aromatics degradation","M00551","M00551_Gpac","M00551_Benzoate degradation, benzoate => catechol / methylbenzoate => methylcatechol","M00551 Benzoate degradation, benzoate => catechol / methylbenzoate => methylcatechol (4)  ",2,2,100
"300","Povi","Xenobiotics biodegradation","Aromatics degradation","M00551","M00551_Povi","M00551_Benzoate degradation, benzoate => catechol / methylbenzoate => methylcatechol","M00551 Benzoate degradation, benzoate => catechol / methylbenzoate => methylcatechol (4)  ",2,2,100
"301","Gbar","Carbohydrate metabolism","Other carbohydrate metabolism","M00552","M00552_Gbar","M00552_D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P","M00552 D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P (5)  ",5,5,100
"302","Gpac","Carbohydrate metabolism","Other carbohydrate metabolism","M00552","M00552_Gpac","M00552_D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P","M00552 D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P (5)  ",5,5,100
"303","Povi","Carbohydrate metabolism","Other carbohydrate metabolism","M00552","M00552_Povi","M00552_D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P","M00552 D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P (4)  ",4,5,80
"304","Gbar","Carbohydrate metabolism","Other carbohydrate metabolism","M00554","M00554_Gbar","M00554_Nucleotide sugar biosynthesis, galactose => UDP-galactose","M00554 Nucleotide sugar biosynthesis, galactose => UDP-galactose (2)  ",2,2,100
"305","Gpac","Carbohydrate metabolism","Other carbohydrate metabolism","M00554","M00554_Gpac","M00554_Nucleotide sugar biosynthesis, galactose => UDP-galactose","M00554 Nucleotide sugar biosynthesis, galactose => UDP-galactose (2)  ",2,2,100
"306","Povi","Carbohydrate metabolism","Other carbohydrate metabolism","M00554","M00554_Povi","M00554_Nucleotide sugar biosynthesis, galactose => UDP-galactose","M00554 Nucleotide sugar biosynthesis, galactose => UDP-galactose (2)  ",2,2,100
"307","Gbar","Energy metabolism","Methane metabolism","M00563","M00563_Gbar","M00563_Methanogenesis, methylamine/dimethylamine/trimethylamine => methane","M00563 Methanogenesis, methylamine/dimethylamine/trimethylamine => methane (5)  ",1,4,25
"308","Gpac","Energy metabolism","Methane metabolism","M00563","M00563_Gpac","M00563_Methanogenesis, methylamine/dimethylamine/trimethylamine => methane","M00563 Methanogenesis, methylamine/dimethylamine/trimethylamine => methane (5)  ",1,4,25
"309","Povi","Energy metabolism","Methane metabolism","M00563","M00563_Povi","M00563_Methanogenesis, methylamine/dimethylamine/trimethylamine => methane","M00563 Methanogenesis, methylamine/dimethylamine/trimethylamine => methane (5)  ",1,4,25
"310","Gbar","Carbohydrate metabolism","Other carbohydrate metabolism","M00565","M00565_Gbar","M00565_Trehalose biosynthesis, D-glucose 1P => trehalose","M00565 Trehalose biosynthesis, D-glucose 1P => trehalose (4)  ",3,6,50
"311","Gpac","Carbohydrate metabolism","Other carbohydrate metabolism","M00565","M00565_Gpac","M00565_Trehalose biosynthesis, D-glucose 1P => trehalose","M00565 Trehalose biosynthesis, D-glucose 1P => trehalose (4)  ",3,6,50
"312","Povi","Carbohydrate metabolism","Other carbohydrate metabolism","M00565","M00565_Povi","M00565_Trehalose biosynthesis, D-glucose 1P => trehalose","M00565 Trehalose biosynthesis, D-glucose 1P => trehalose (4)  ",3,6,50
"313","Gbar","Energy metabolism","Methane metabolism","M00567","M00567_Gbar","M00567_Methanogenesis, CO2 => methane","M00567 Methanogenesis, CO2 => methane (12)  ",4,8,50
"314","Gpac","Energy metabolism","Methane metabolism","M00567","M00567_Gpac","M00567_Methanogenesis, CO2 => methane","M00567 Methanogenesis, CO2 => methane (12)  ",4,8,50
"315","Povi","Energy metabolism","Methane metabolism","M00567","M00567_Povi","M00567_Methanogenesis, CO2 => methane","M00567 Methanogenesis, CO2 => methane (12)  ",4,8,50
"316","Gbar","Xenobiotics biodegradation","Aromatics degradation","M00568","M00568_Gbar","M00568_Catechol ortho-cleavage, catechol => 3-oxoadipate","M00568 Catechol ortho-cleavage, catechol => 3-oxoadipate (5)  ",4,4,100
"317","Gpac","Xenobiotics biodegradation","Aromatics degradation","M00568","M00568_Gpac","M00568_Catechol ortho-cleavage, catechol => 3-oxoadipate","M00568 Catechol ortho-cleavage, catechol => 3-oxoadipate (5)  ",4,4,100
"318","Povi","Xenobiotics biodegradation","Aromatics degradation","M00568","M00568_Povi","M00568_Catechol ortho-cleavage, catechol => 3-oxoadipate","M00568 Catechol ortho-cleavage, catechol => 3-oxoadipate (5)  ",4,4,100
"319","Gbar","Xenobiotics biodegradation","Aromatics degradation","M00569","M00569_Gbar","M00569_Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA","M00569 Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA (12)  ",5,5,100
"320","Gpac","Xenobiotics biodegradation","Aromatics degradation","M00569","M00569_Gpac","M00569_Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA","M00569 Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA (12)  ",5,5,100
"321","Povi","Xenobiotics biodegradation","Aromatics degradation","M00569","M00569_Povi","M00569_Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA","M00569 Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA (12)  ",5,5,100
"322","Gbar","Amino acid metabolism","Branched-chain amino acid metabolism","M00570","M00570_Gbar","M00570_Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine","M00570 Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine (1)  ",1,5,20
"323","Gpac","Amino acid metabolism","Branched-chain amino acid metabolism","M00570","M00570_Gpac","M00570_Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine","M00570 Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine (1)  ",1,5,20
"324","Povi","Amino acid metabolism","Branched-chain amino acid metabolism","M00570","M00570_Povi","M00570_Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine","M00570 Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine (1)  ",1,5,20
"325","Gbar","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00572","M00572_Gbar","M00572_Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP","M00572 Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP (8)  ",6,6,100
"326","Gpac","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00572","M00572_Gpac","M00572_Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP","M00572 Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP (8)  ",6,6,100
"327","Povi","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00572","M00572_Povi","M00572_Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP","M00572 Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP (7)  ",6,6,100
"328","Gbar","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00573","M00573_Gbar","M00573_Biotin biosynthesis, BioI pathway, long-chain-acyl-ACP => pimeloyl-ACP => biotin","M00573 Biotin biosynthesis, BioI pathway, long-chain-acyl-ACP => pimeloyl-ACP => biotin (4)  ",4,5,80
"329","Gpac","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00573","M00573_Gpac","M00573_Biotin biosynthesis, BioI pathway, long-chain-acyl-ACP => pimeloyl-ACP => biotin","M00573 Biotin biosynthesis, BioI pathway, long-chain-acyl-ACP => pimeloyl-ACP => biotin (4)  ",4,5,80
"330","Povi","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00573","M00573_Povi","M00573_Biotin biosynthesis, BioI pathway, long-chain-acyl-ACP => pimeloyl-ACP => biotin","M00573 Biotin biosynthesis, BioI pathway, long-chain-acyl-ACP => pimeloyl-ACP => biotin (4)  ",4,5,80
"331","Gbar","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00577","M00577_Gbar","M00577_Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin","M00577 Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin (5)  ",5,5,100
"332","Gpac","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00577","M00577_Gpac","M00577_Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin","M00577 Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin (5)  ",5,5,100
"333","Povi","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00577","M00577_Povi","M00577_Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin","M00577 Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin (5)  ",5,5,100
"334","Gbar","Energy metabolism","Carbon fixation","M00579","M00579_Gbar","M00579_Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate","M00579 Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate (3)  ",2,2,100
"335","Gpac","Energy metabolism","Carbon fixation","M00579","M00579_Gpac","M00579_Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate","M00579 Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate (3)  ",2,2,100
"336","Povi","Energy metabolism","Carbon fixation","M00579","M00579_Povi","M00579_Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate","M00579 Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate (3)  ",2,2,100
"337","Gbar","Carbohydrate metabolism","Central carbohydrate metabolism","M00580","M00580_Gbar","M00580_Pentose phosphate pathway, archaea, fructose 6P => ribose 5P","M00580 Pentose phosphate pathway, archaea, fructose 6P => ribose 5P (4)  ",2,2,100
"338","Gpac","Carbohydrate metabolism","Central carbohydrate metabolism","M00580","M00580_Gpac","M00580_Pentose phosphate pathway, archaea, fructose 6P => ribose 5P","M00580 Pentose phosphate pathway, archaea, fructose 6P => ribose 5P (4)  ",2,2,100
"339","Povi","Carbohydrate metabolism","Central carbohydrate metabolism","M00580","M00580_Povi","M00580_Pentose phosphate pathway, archaea, fructose 6P => ribose 5P","M00580 Pentose phosphate pathway, archaea, fructose 6P => ribose 5P (4)  ",2,2,100
"340","Gbar","Energy metabolism","Sulfur metabolism","M00595","M00595_Gbar","M00595_Thiosulfate oxidation by SOX complex, thiosulfate => sulfate","M00595 Thiosulfate oxidation by SOX complex, thiosulfate => sulfate (6)  ",1,1,100
"341","Gpac","Energy metabolism","Sulfur metabolism","M00595","M00595_Gpac","M00595_Thiosulfate oxidation by SOX complex, thiosulfate => sulfate","M00595 Thiosulfate oxidation by SOX complex, thiosulfate => sulfate (6)  ",1,1,100
"342","Povi","Energy metabolism","Sulfur metabolism","M00595","M00595_Povi","M00595_Thiosulfate oxidation by SOX complex, thiosulfate => sulfate","M00595 Thiosulfate oxidation by SOX complex, thiosulfate => sulfate (6)  ",1,1,100
"343","Gbar","Energy metabolism","Sulfur metabolism","M00596","M00596_Gbar","M00596_Dissimilatory sulfate reduction, sulfate => H2S","M00596 Dissimilatory sulfate reduction, sulfate => H2S (5)  ",3,3,100
"344","Gpac","Energy metabolism","Sulfur metabolism","M00596","M00596_Gpac","M00596_Dissimilatory sulfate reduction, sulfate => H2S","M00596 Dissimilatory sulfate reduction, sulfate => H2S (5)  ",3,3,100
"345","Povi","Energy metabolism","Sulfur metabolism","M00596","M00596_Povi","M00596_Dissimilatory sulfate reduction, sulfate => H2S","M00596 Dissimilatory sulfate reduction, sulfate => H2S (5)  ",3,3,100
"346","Gbar","Energy metabolism","Carbon fixation","M00620","M00620_Gbar","M00620_Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate","M00620 Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate (14)  ",5,7,71.4285714285714
"347","Gpac","Energy metabolism","Carbon fixation","M00620","M00620_Gpac","M00620_Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate","M00620 Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate (14)  ",5,7,71.4285714285714
"348","Povi","Energy metabolism","Carbon fixation","M00620","M00620_Povi","M00620_Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate","M00620 Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate (14)  ",5,7,71.4285714285714
"349","Gbar","Amino acid metabolism","Serine and threonine metabolism","M00621","M00621_Gbar","M00621 Glycine cleavage system","M00621 Glycine cleavage system (3)  ",3,3,100
"350","Gpac","Amino acid metabolism","Serine and threonine metabolism","M00621","M00621_Gpac","M00621 Glycine cleavage system","M00621 Glycine cleavage system (3)  ",3,3,100
"351","Povi","Amino acid metabolism","Serine and threonine metabolism","M00621","M00621_Povi","M00621 Glycine cleavage system","M00621 Glycine cleavage system (3)  ",3,3,100
"352","Gbar","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00622","M00622_Gbar","M00622_Nicotinate degradation, nicotinate => fumarate","M00622 Nicotinate degradation, nicotinate => fumarate (6)  ",5,6,83.3333333333333
"353","Gpac","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00622","M00622_Gpac","M00622_Nicotinate degradation, nicotinate => fumarate","M00622 Nicotinate degradation, nicotinate => fumarate (5)  ",4,6,66.6666666666667
